symbol,horizon,mae,rmse,mape,directional_accuracy,status,error
ANTGRAPHIC,1mo,12.479926889883561,16.201980516459844,100.42973348450475,34.213197969543145,SUCCESS,
ANUP,1d,3.8733091665719397,4.904859027137113,579.7508455346434,53.81165919282511,SUCCESS,
ANUP,3d,5.779137507800611,7.3666059734620815,490.01392040515316,57.847533632286996,SUCCESS,
ANUP,5d,8.677918440063268,10.762862953848037,867.999368304959,64.41441441441441,SUCCESS,
ANUP,1w,9.071083150897207,10.953997776908457,399.88020751569667,54.95495495495496,SUCCESS,
ANUP,1mo,17.650032004840536,20.53326354907892,539.1585692058568,35.02304147465438,SUCCESS,
ANURAS,1d,1.1788582938704322,1.688538592277545,365.1077171143769,46.72131147540984,SUCCESS,
ANURAS,3d,2.47962173836833,3.112821763788425,433.5198250203965,53.71900826446281,SUCCESS,
ANURAS,5d,2.7897491876057545,3.5073405903962644,390.9445301416991,49.586776859504134,SUCCESS,
ANURAS,1w,3.2681775258598775,4.017033181125881,241.1584041262595,46.28099173553719,SUCCESS,
ANURAS,1mo,8.844518283885852,12.865511796915873,419.5863317237166,49.137931034482754,SUCCESS,
APARINDS,1d,2.342013011751751,3.453851379194551,299.2210856873904,50.68637803590285,SUCCESS,
APARINDS,3d,5.804841281956887,7.577858532348055,468.6759028938541,53.643083421330516,SUCCESS,
APARINDS,5d,6.795753376201932,8.857884935756243,512.386890116238,54.96828752642706,SUCCESS,
APARINDS,1w,6.817946905585963,8.897408777768154,245.1750803835937,58.033826638477805,SUCCESS,
APARINDS,1mo,11.438329230880282,13.592922821273204,144.82936882914677,38.46971307120085,SUCCESS,
APCL,1d,2.3713865621628356,3.3251673371480486,453.80303898710383,53.62776025236593,SUCCESS,
APCL,3d,4.830705337613834,6.257571686044883,492.11177448754836,50.473186119873816,SUCCESS,
APCL,5d,7.031059059878553,8.857547709937498,767.4293803726825,54.74683544303798,SUCCESS,
APCL,1w,7.081329959857204,9.048571957603516,401.99005870196265,54.43037974683544,SUCCESS,
APCL,1mo,11.23232430809644,12.884857460813928,371.0448089795457,53.37620578778135,SUCCESS,
APCOTEXIND,1d,2.401327503161417,3.48396307124154,224.55894665866376,52.29445506692161,SUCCESS,
APCOTEXIND,3d,4.2192719895085204,5.917149178653013,222.60291830455924,52.67686424474187,SUCCESS,
APCOTEXIND,5d,5.415499696317992,7.5448004535775315,190.5154788095613,49.4263862332696,SUCCESS,
APCOTEXIND,1w,6.215124332331494,8.431063317206544,234.7265889598789,52.822966507177036,SUCCESS,
APCOTEXIND,1mo,11.828747425173882,14.489737609327772,338.5061162719541,46.97406340057637,SUCCESS,
APEX,1d,2.5008998517018597,3.2959485114529046,754.9462654542359,43.09764309764309,SUCCESS,
APEX,3d,6.779751133727518,8.107255589145169,1168.357301262303,58.92255892255892,SUCCESS,
APEX,5d,7.525713645539972,8.853262297182672,918.7599410167877,53.37837837837838,SUCCESS,
APEX,1w,8.741752045488758,9.853756840221456,1096.2875666001135,51.01351351351351,SUCCESS,
APEX,1mo,11.390826493183688,13.764760550432701,358.03676338104856,56.013745704467354,SUCCESS,
APLAPOLLO,1d,2.074211224190029,2.7005768329265,188.8608608072049,53.71329879101899,SUCCESS,
APLAPOLLO,3d,4.026322352803864,5.101130694312148,342.47818084910995,58.20379965457686,SUCCESS,
APLAPOLLO,5d,5.9341605623016225,7.32552893303032,496.43020394137824,59.688581314878896,SUCCESS,
APLAPOLLO,1w,5.82471652947658,7.073818796184197,432.67069614638467,52.595155709342556,SUCCESS,
APLAPOLLO,1mo,11.766207517938042,14.461347549057137,535.1533938903362,59.68586387434554,SUCCESS,
APLLTD,1d,1.34998429555664,1.8711718645402817,273.605002710077,52.03389830508475,SUCCESS,
APLLTD,3d,2.3605578076186062,3.248242045339577,272.2016507344629,47.28813559322034,SUCCESS,
APLLTD,5d,3.2812838495601793,4.436556593189398,387.67159273146115,53.4804753820034,SUCCESS,
APLLTD,1w,3.6567960183856556,4.860127030136307,363.8299383375838,55.51782682512734,SUCCESS,
APLLTD,1mo,10.028109894545086,11.769435661854592,445.07337638108527,59.07534246575342,SUCCESS,
APOLLO,1d,2.9221427027236855,3.9650461527360124,153.90886611165277,50.0,SUCCESS,
APOLLO,3d,6.059245776326549,8.045222263803288,233.32338378674785,47.84172661870504,SUCCESS,
APOLLO,5d,7.830715810971067,10.272462659620066,198.18595154514105,55.5956678700361,SUCCESS,
APOLLO,1w,10.989273517469975,13.548531250487905,390.78388152979034,48.375451263537904,SUCCESS,
APOLLO,1mo,25.09964421141902,27.502152998790983,823.3192212591225,40.07352941176471,SUCCESS,
APOLLOHOSP,1d,2.0204692406700713,2.6951359787669587,654.9210594396504,51.28205128205128,SUCCESS,
APOLLOHOSP,3d,3.3293962624489337,4.5128901130062715,595.4766542401183,60.646387832699624,SUCCESS,
APOLLOHOSP,5d,4.690384597192734,6.031399177708398,874.4033051439908,56.368821292775664,SUCCESS,
APOLLOHOSP,1w,5.342439004761873,6.9582809985264,425.27616811665405,56.27376425855514,SUCCESS,
APOLLOHOSP,1mo,9.323286230407707,11.71468097938456,329.6165564881473,53.581661891117484,SUCCESS,
APOLLOPIPE,1d,1.8753492225076334,2.4527260163042914,474.36605515525787,52.10526315789473,SUCCESS,
APOLLOPIPE,3d,2.649117136447431,3.5151881229527024,335.5526809738002,47.89473684210526,SUCCESS,
APOLLOPIPE,5d,3.9263134706193927,5.149757167014747,677.5722451750196,49.2063492063492,SUCCESS,
APOLLOPIPE,1w,4.573851773940235,5.840758853638338,782.0332839634141,55.026455026455025,SUCCESS,
APOLLOPIPE,1mo,9.53263705842984,12.143141886370088,205.11615874437993,55.97826086956522,SUCCESS,
APOLLOTYRE,1d,1.819954041397327,2.5078394073903767,167.91185198135184,46.15384615384615,SUCCESS,
APOLLOTYRE,3d,4.35438420091621,5.500916432192802,352.52143762988885,52.177942539388326,SUCCESS,
APOLLOTYRE,5d,5.663191745653499,6.995559393363527,498.69986053566987,51.57699443413729,SUCCESS,
APOLLOTYRE,1w,5.6846283109055395,7.333180286403635,378.09216265506984,51.855287569573285,SUCCESS,
APOLLOTYRE,1mo,11.165293916053615,13.63828585863615,443.2134009873901,45.200372786579685,SUCCESS,
APOLSINHOT,1d,2.532479294523812,3.628408517883437,444.56462134653555,57.21040189125296,SUCCESS,
APOLSINHOT,3d,5.534271132372857,7.3903427726237325,682.1124626770993,52.13270142180095,SUCCESS,
APOLSINHOT,5d,5.978085521267089,8.191344237073215,274.64501392350854,49.763033175355446,SUCCESS,
APOLSINHOT,1w,6.562167585417743,8.969926851385027,308.35226068864625,54.156769596199524,SUCCESS,
APOLSINHOT,1mo,10.632840693448275,12.89695991580081,306.6434779863088,52.27817745803357,SUCCESS,
APTECHT,1d,2.840060291451838,4.200626860862741,293.0569822717557,50.76923076923077,SUCCESS,
APTECHT,3d,4.502983400973885,6.107754317090739,247.31299906821494,52.40384615384615,SUCCESS,
APTECHT,5d,6.333622391666229,8.478978380604078,263.59442092995465,56.730769230769226,SUCCESS,
APTECHT,1w,7.5627698040075995,9.911676292638559,415.2954069422292,54.186717998075075,SUCCESS,
APTECHT,1mo,15.032275618304627,17.842288278368937,289.7086551820173,43.574879227053145,SUCCESS,
APTUS,1d,1.3163808005697712,1.951780864332089,119.45049783488402,48.51485148514851,SUCCESS,
APTUS,3d,2.2526339170439913,2.9706767238955063,184.9941631692196,52.475247524752476,SUCCESS,
APTUS,5d,2.7590763206981035,3.832262519067004,182.0794741948972,63.366336633663366,SUCCESS,
APTUS,1w,3.917601988971846,5.02670035589794,287.2639308216312,60.0,SUCCESS,
APTUS,1mo,6.123050426692338,7.207743743279412,529.3100988586992,65.625,SUCCESS,
ARCHIDPLY,1d,2.7743515073300125,3.9492984509237794,160.5082124416955,55.080213903743314,SUCCESS,
ARCHIDPLY,3d,5.389440686652547,7.312005335226728,302.7949546998858,52.74431057563588,SUCCESS,
ARCHIDPLY,5d,6.171032575296001,8.455325981486581,212.33994999947052,46.72021419009371,SUCCESS,
ARCHIDPLY,1w,8.283513646071553,11.056032478811279,265.765827491167,55.68942436412316,SUCCESS,
ARCHIDPLY,1mo,14.025314306697014,17.223107032587492,195.85465314666544,47.03504043126684,SUCCESS,
ARCHIES,1d,2.603697934447224,3.824132296866326,148.60410758531592,48.565965583174,SUCCESS,
ARCHIES,3d,5.752687567685501,7.7646978070050485,267.82633601408776,56.118546845124285,SUCCESS,
ARCHIES,5d,5.7070245494616225,7.681034976266909,147.160115963282,45.64593301435407,SUCCESS,
ARCHIES,1w,6.5615036062491,8.589993313185532,176.98206912151443,53.20574162679426,SUCCESS,
ARCHIES,1mo,11.194309006005088,13.353158447331966,173.0392966979789,45.86538461538461,SUCCESS,
ARCOTECH,1d,2.8894245374133645,3.3802047963646653,91.67684136565425,37.04735376044568,SUCCESS,
ARCOTECH,3d,5.27280752309752,6.749238565966025,107.28229254987951,38.99721448467967,SUCCESS,
ARCOTECH,5d,7.045135054549181,9.469408273647325,127.4095664867912,47.63231197771588,SUCCESS,
ARCOTECH,1w,8.060356063871012,11.141270441328617,124.45759890650261,41.22562674094708,SUCCESS,
ARCOTECH,1mo,11.531389927179422,13.304492313999287,89.50757041595635,25.90529247910863,SUCCESS,
ARENTERP,1d,3.3293753534404473,4.647370263374983,223.43036198729104,55.294117647058826,SUCCESS,
ARENTERP,3d,5.067154039095628,7.017122514819524,201.54064044301455,57.48031496062992,SUCCESS,
ARENTERP,5d,6.239831804445462,8.320788197232059,215.51871200104807,58.661417322834644,SUCCESS,
ARENTERP,1w,7.648925981104567,10.37896931516594,264.4600895036123,58.26771653543307,SUCCESS,
ARENTERP,1mo,9.54410881616924,11.799876225876494,121.26253501788116,51.00401606425703,SUCCESS,
ARIES,1d,2.3230877681186755,3.243356721148353,198.2856282038907,50.129533678756474,SUCCESS,
ARIES,3d,4.145556202409021,5.520571722481839,244.85600979665895,48.63813229571984,SUCCESS,
ARIES,5d,5.652188891624558,7.380718306381333,257.8703603800183,49.15693904020752,SUCCESS,
ARIES,1w,6.445584379944945,8.424573660608745,283.22408976711887,51.688311688311686,SUCCESS,
ARIES,1mo,12.257341781545247,15.217667957812832,282.89751816536966,42.297650130548305,SUCCESS,
ARIHANTCAP,1d,2.7651223355861285,4.364121665589127,195.56765458438068,44.14414414414414,SUCCESS,
ARIHANTCAP,3d,6.018375703302448,8.150955470488057,275.96084047004183,46.36363636363636,SUCCESS,
ARIHANTCAP,5d,6.7825099640134505,9.013538576023805,227.72360219142186,50.0,SUCCESS,
ARIHANTCAP,1w,8.743629890303566,11.377907952149094,186.9289579604504,50.90909090909091,SUCCESS,
ARIHANTCAP,1mo,21.84590953468876,25.168118089990767,242.26946282505932,26.666666666666668,SUCCESS,
ARIHANTSUP,1d,2.1385662300719153,3.178665188513531,250.43452887103905,49.52978056426332,SUCCESS,
ARIHANTSUP,3d,4.7322017314045,5.9490208211764495,502.8563255526205,51.57232704402516,SUCCESS,
ARIHANTSUP,5d,5.237365578661585,6.523525255980054,608.4312678680899,53.459119496855344,SUCCESS,
ARIHANTSUP,1w,7.277724427774468,8.818257080137816,543.615866671706,49.056603773584904,SUCCESS,
ARIHANTSUP,1mo,8.85657834489352,11.304786471135124,152.1901319555359,52.07667731629393,SUCCESS,
ARMANFIN,1d,2.2391167473822393,3.161209690946912,223.72236368382642,44.6927374301676,SUCCESS,
ARMANFIN,3d,4.076990385011986,5.651398796142427,248.94407708188254,56.30252100840336,SUCCESS,
ARMANFIN,5d,6.324972421637611,8.181192617466259,494.8966753679601,45.938375350140056,SUCCESS,
ARMANFIN,1w,7.044857968275891,9.215421248801968,467.61115859866067,52.52808988764045,SUCCESS,
ARMANFIN,1mo,17.568373021100584,20.086247006381278,1047.9684300268552,50.85227272727273,SUCCESS,
AROGRANITE,1d,2.5755675419276276,3.631971891250992,177.622800066706,52.736318407960205,SUCCESS,
AROGRANITE,3d,4.728591118120055,6.703636461341558,220.0099246631688,51.11940298507462,SUCCESS,
AROGRANITE,5d,5.985824283053157,8.034624598402036,244.4019163950929,50.80946450809465,SUCCESS,
AROGRANITE,1w,6.76061072417807,9.045960322404689,241.98701250570213,49.439601494396015,SUCCESS,
AROGRANITE,1mo,12.781293863528324,15.163487323903608,206.46047401444503,40.100250626566414,SUCCESS,
ARROWGREEN,1d,3.0979865354477085,4.056837496290311,166.24061238190257,47.3170731707317,SUCCESS,
ARROWGREEN,3d,6.177534971086231,7.995234111145628,319.5946016483018,49.51219512195122,SUCCESS,
ARROWGREEN,5d,8.251037898911873,10.635510025386777,418.11221431102297,55.501222493887525,SUCCESS,
ARROWGREEN,1w,9.757277170251495,12.344128789235755,250.57629328566958,45.47677261613692,SUCCESS,
ARROWGREEN,1mo,18.29183344278842,20.955563068860435,482.2527335235681,34.15841584158416,SUCCESS,
ARSHIYA,1d,3.773665385761811,4.647201990407012,156.0550415808798,50.88495575221239,SUCCESS,
ARSHIYA,3d,7.711526970440994,9.51972655301469,210.08262042032925,54.12979351032449,SUCCESS,
ARSHIYA,5d,9.768813744415176,11.850222251569484,180.57551032148987,48.89217134416543,SUCCESS,
ARSHIYA,1w,9.65491063357627,11.711152426190466,159.5607414444949,45.49483013293944,SUCCESS,
ARSHIYA,1mo,16.30215284043035,19.367778690433738,201.54520778955379,38.24404761904761,SUCCESS,
ARSSINFRA,1d,2.620768717233893,3.7858732851146217,157.92276978011702,38.3107088989442,SUCCESS,
ARSSINFRA,3d,4.531474666186482,6.209542177504393,197.33869876237785,42.38310708898944,SUCCESS,
ARSSINFRA,5d,5.952473567217993,7.706218214095687,200.02680109764793,36.95324283559578,SUCCESS,
ARSSINFRA,1w,7.627414678744395,9.822571687969115,299.2833648198835,44.71299093655589,SUCCESS,
ARSSINFRA,1mo,14.0921385465484,17.218061364913208,439.214756010613,43.31306990881459,SUCCESS,
ARTEMISMED,1d,2.537054635191681,3.68297950984292,195.8007144617676,51.70454545454546,SUCCESS,
ARTEMISMED,3d,4.1997379703325874,5.533740194572267,234.7231724913668,57.95454545454546,SUCCESS,
ARTEMISMED,5d,5.728694058213567,7.5407883736262455,196.50771494998025,59.65909090909091,SUCCESS,
ARTEMISMED,1w,7.960235118175257,10.200087861499469,249.9201557700068,58.285714285714285,SUCCESS,
ARTEMISMED,1mo,17.64842320590186,19.376492985857197,225.8061864064393,42.69005847953216,SUCCESS,
ARTNIRMAN,1d,2.4928958743935903,3.3549035012047894,128.95106578785004,50.0,SUCCESS,
ARTNIRMAN,3d,4.833968464624467,6.099472769563261,197.952596975617,43.36734693877551,SUCCESS,
ARTNIRMAN,5d,7.594060433232239,8.745889305655796,487.19163221375095,47.69230769230769,SUCCESS,
ARTNIRMAN,1w,5.446965000982973,6.831226507627799,203.45216041118638,55.38461538461539,SUCCESS,
ARTNIRMAN,1mo,20.11353315966634,23.636108922861503,757.992131855357,37.368421052631575,SUCCESS,
ARVEE,1d,3.0176639590052625,3.692926752160736,191.02955892041876,53.459119496855344,SUCCESS,
ARVEE,3d,8.126716289507339,9.912863998657796,785.9306650588089,55.06329113924051,SUCCESS,
ARVEE,5d,8.395380181025153,10.238223161119166,486.42115906325307,60.12658227848101,SUCCESS,
ARVEE,1w,8.978665037917155,10.656841296367002,413.9858653395486,61.39240506329114,SUCCESS,
ARVEE,1mo,12.595834904279604,15.048176722560378,295.1589933500755,49.673202614379086,SUCCESS,
ARVIND,1d,2.5920961620378558,3.701736582957868,195.43865297957385,51.566951566951566,SUCCESS,
ARVIND,3d,4.62767251238722,6.375271925718318,212.06277262866556,53.136882129277566,SUCCESS,
ARVIND,5d,6.673708861148736,8.633215453842386,288.25845901345156,49.334600760456276,SUCCESS,
ARVIND,1w,7.673492692114703,9.923835759505975,263.79456963059584,52.47148288973384,SUCCESS,
ARVIND,1mo,15.426972261575282,18.813904469825644,306.68075533283456,42.02483285577841,SUCCESS,
ARVINDFASN,1d,1.8209557093899202,2.3742993460002904,328.2543377301915,48.4304932735426,SUCCESS,
ARVINDFASN,3d,3.3313473521258676,4.224877696703199,371.08016204492486,52.702702702702695,SUCCESS,
ARVINDFASN,5d,4.078410690191512,5.058547778767585,338.59701418230054,55.4054054054054,SUCCESS,
ARVINDFASN,1w,4.524817925465933,5.542317633639823,351.2572201146548,49.7737556561086,SUCCESS,
ARVINDFASN,1mo,8.768854361569977,10.58330106569333,290.02862805523444,46.08294930875576,SUCCESS,
ARVSMART,1d,2.456443842086728,3.4188015812569144,294.2190574913289,52.52525252525253,SUCCESS,
ARVSMART,3d,4.305465170234405,5.76732537767004,230.44486856559337,56.060606060606055,SUCCESS,
ARVSMART,5d,5.327705322536998,7.09262550416031,210.33429774446972,60.858585858585855,SUCCESS,
ARVSMART,1w,7.1559701738995685,9.339954771196245,362.87443141438223,56.9620253164557,SUCCESS,
ARVSMART,1mo,13.658738593164383,16.113769655060523,269.1293137556165,53.452685421994886,SUCCESS,
ASAHIINDIA,1d,2.1365762504061547,2.975498262255502,211.96183603169564,51.14503816793893,SUCCESS,
ASAHIINDIA,3d,4.3759876965047,5.688914282395517,369.0523057207804,49.52290076335878,SUCCESS,
ASAHIINDIA,5d,5.1441397026878874,6.867748771000938,317.43470934721995,53.39063992359121,SUCCESS,
ASAHIINDIA,1w,5.628280671824749,7.414609424831508,242.38555047749034,55.014326647564474,SUCCESS,
ASAHIINDIA,1mo,10.63157202662026,12.817150832023316,262.70567202263686,49.61612284069098,SUCCESS,
ASAHISONG,1d,2.1522473248500607,2.9159398737591595,224.8964710733289,54.131534569983145,SUCCESS,
ASAHISONG,3d,3.9655005617484016,4.960709662638511,470.7803004444666,57.60135135135135,SUCCESS,
ASAHISONG,5d,4.90602822044159,6.1578895177459465,277.24080540325434,56.25,SUCCESS,
ASAHISONG,1w,7.734415386921564,9.163765050120285,446.7520007962534,58.71404399323181,SUCCESS,
ASAHISONG,1mo,9.270219410028522,11.232334896211876,259.7192420681281,55.877342419080065,SUCCESS,
ASAL,1d,3.103377901357783,4.0527272690913385,222.880310492353,51.80840664711632,SUCCESS,
ASAL,3d,8.163914439338669,10.849487102285238,380.75030201628095,54.30528375733855,SUCCESS,
ASAL,5d,9.441188628642186,12.720802582180642,559.8564858223119,49.11937377690802,SUCCESS,
ASAL,1w,10.888058875666992,13.815756065676478,401.22105289112733,48.188050930460335,SUCCESS,
ASAL,1mo,14.10393102864843,17.510546781421326,320.0169407423713,39.03638151425762,SUCCESS,
ASALCBR,1d,1.585433747448668,2.201445622286227,139.8293634345644,46.32768361581921,SUCCESS,
ASALCBR,3d,2.914142876351127,3.915831695661076,274.520026260777,57.06214689265536,SUCCESS,
ASALCBR,5d,3.877826991283386,4.928110393912239,196.53265194669166,54.54545454545454,SUCCESS,
ASALCBR,1w,4.4864335111923985,5.509676748797104,213.61036957943557,51.70454545454546,SUCCESS,
ASALCBR,1mo,9.791576878229357,11.665440578972225,1573.3722945830884,64.32748538011695,SUCCESS,
ASHAPURMIN,1d,2.915820854076922,3.8383936020320237,141.35569252205883,51.424397370343314,SUCCESS,
ASHAPURMIN,3d,5.849155412481434,7.548604609955847,200.2265565481673,47.918188458729,SUCCESS,
ASHAPURMIN,5d,7.718980896319104,9.802299220158659,231.9795909479368,50.73099415204678,SUCCESS,
ASHAPURMIN,1w,9.19258804295165,11.659757625530563,257.2698886605147,49.92690058479532,SUCCESS,
ASHAPURMIN,1mo,15.802579972745482,19.263029582400176,289.5959384210552,36.97725605282465,SUCCESS,
ASHIANA,1d,1.8731388056815304,2.533567793938758,175.39111261657348,47.088186356073216,SUCCESS,
ASHIANA,3d,3.386663927368521,4.477550910919328,225.9002977353892,53.91014975041597,SUCCESS,
ASHIANA,5d,4.266297971306353,5.719129971291453,226.98195603389428,53.166666666666664,SUCCESS,
ASHIANA,1w,4.887499676157983,6.4832093080155015,229.68395851592817,56.666666666666664,SUCCESS,
ASHIANA,1mo,11.913324154185378,14.277106575083366,332.4678050276744,50.588235294117645,SUCCESS,
ASHIMASYN,1d,2.9653538208082795,4.002669161054666,162.24676351973073,48.52801519468186,SUCCESS,
ASHIMASYN,3d,5.142141460007797,6.924400220879058,155.576652330964,48.09885931558935,SUCCESS,
ASHIMASYN,5d,6.992324659780388,9.114019958525287,204.52443664401395,51.04562737642585,SUCCESS,
ASHIMASYN,1w,9.072962719695717,11.337338191294723,275.39187667773837,47.09800190294957,SUCCESS,
ASHIMASYN,1mo,13.78393993582523,16.836014724514833,296.17804278401434,44.985673352435526,SUCCESS,
ASHOKA,1d,1.8131952826217343,2.6042668465999146,126.68699691621532,48.42767295597484,SUCCESS,
ASHOKA,3d,3.681668934485647,4.8479438142892155,211.53024880040493,52.83018867924528,SUCCESS,
ASHOKA,5d,4.854772038717493,6.381552512632509,226.09667842598532,52.04402515723271,SUCCESS,
ASHOKA,1w,7.101261464037438,9.10703334829858,504.40131812717925,50.23622047244094,SUCCESS,
ASHOKA,1mo,11.80516816815433,15.03573486059407,215.63960569016155,44.37400950871632,SUCCESS,
ASHOKLEY,1d,1.5963118264639418,2.2259238537377604,223.43010440007384,44.51939291736931,SUCCESS,
ASHOKLEY,3d,3.355428303249484,4.428835788714654,350.4141377944676,52.02360876897133,SUCCESS,
ASHOKLEY,5d,4.086475005734143,5.243335649312122,283.0626327034624,54.85232067510548,SUCCESS,
ASHOKLEY,1w,5.038347116961026,6.352990795593451,306.4181680842025,55.69620253164557,SUCCESS,
ASHOKLEY,1mo,12.044047038254101,14.559273432340449,416.7267753349323,48.47457627118644,SUCCESS,
ASIANENE,1d,,,,,FAILED,"""['volatility_252d', 'drawdown_252d', 'var95_252d', 'expected_shortfall_252d', 'risk_score'] not in index"""
ASIANENE,3d,,,,,FAILED,"""['volatility_252d', 'drawdown_252d', 'var95_252d', 'expected_shortfall_252d', 'risk_score'] not in index"""
ASIANENE,5d,,,,,FAILED,"""['volatility_252d', 'drawdown_252d', 'var95_252d', 'expected_shortfall_252d', 'risk_score'] not in index"""
ASIANENE,1w,,,,,FAILED,"""['volatility_252d', 'drawdown_252d', 'var95_252d', 'expected_shortfall_252d', 'risk_score'] not in index"""
ASIANENE,1mo,,,,,FAILED,"""['volatility_252d', 'drawdown_252d', 'var95_252d', 'expected_shortfall_252d', 'risk_score'] not in index"""
ASIANHOTNR,1d,2.4259545292687936,3.474242760060472,193.23848118814183,61.04761904761905,SUCCESS,
ASIANHOTNR,3d,3.7318260105727994,5.391600113771601,191.81998088835746,59.19923736892279,SUCCESS,
ASIANHOTNR,5d,4.646808522847604,6.53265529593692,176.3959146453982,58.341277407054335,SUCCESS,
ASIANHOTNR,1w,5.5355568971764635,7.468516260606384,178.64540826405886,49.04580152671756,SUCCESS,
ASIANHOTNR,1mo,9.869845783452163,12.180787573292818,153.60044083881627,45.593869731800766,SUCCESS,
ASIANPAINT,1d,1.3255461424826693,1.8502781130889565,226.2913403256947,52.516619183285854,SUCCESS,
ASIANPAINT,3d,2.4496765020947597,3.202898431481969,429.82190070138444,56.463878326996195,SUCCESS,
ASIANPAINT,5d,3.3427067844689162,4.311213322368553,432.4563990688961,54.27756653992395,SUCCESS,
ASIANPAINT,1w,4.330633702232438,5.488989999461267,631.7424103493097,54.18250950570342,SUCCESS,
ASIANPAINT,1mo,9.171645244174728,11.434522217222058,394.35729141098597,56.924546322827126,SUCCESS,
ASIANTILES,1d,3.4520513030724023,4.571712992885251,414.5067850957247,49.81036662452591,SUCCESS,
ASIANTILES,3d,6.955058747526539,8.752307433574085,448.42889807057037,46.64981036662453,SUCCESS,
ASIANTILES,5d,8.502086169582443,10.687640623748543,481.40015077611673,47.59493670886076,SUCCESS,
ASIANTILES,1w,9.833086049050666,12.513012744464728,501.31565270575226,47.721518987341774,SUCCESS,
ASIANTILES,1mo,18.603164709432825,22.468680401463462,1252.3022668616318,41.783439490445865,SUCCESS,
ASIL,1d,2.339965171063125,3.6919213222683154,99.25026271070273,22.07001522070015,SUCCESS,
ASIL,3d,4.676400147404848,6.3821712100749295,98.37700273590522,20.700152207001523,SUCCESS,
ASIL,5d,6.530375909738897,8.51343172074939,93.53794949910764,28.31050228310502,SUCCESS,
ASIL,1w,8.601644843225964,10.890210906875428,103.90215273537132,25.41856925418569,SUCCESS,
ASIL,1mo,16.75290277183878,20.36347312830021,122.67220065165398,22.526636225266362,SUCCESS,
ASMS,1d,2.974792750874557,3.5889110302497573,103.71168608915625,47.679814385150806,SUCCESS,
ASMS,3d,7.450576511026965,9.231358173647083,123.62484763245534,48.31591173054588,SUCCESS,
ASMS,5d,10.535220379617174,13.102729994446664,148.94053474786855,43.43786295005807,SUCCESS,
ASMS,1w,12.403445958434498,15.323342693706149,161.18818819345006,43.20557491289199,SUCCESS,
ASMS,1mo,16.75917698885428,20.39538008769996,121.4999842482075,25.350467289719624,SUCCESS,
ASPINWALL,1d,2.6806741417181947,3.8778260680274563,405.1547942042191,55.3072625698324,SUCCESS,
ASPINWALL,3d,5.164804463737985,6.88265535752053,422.1711306323774,57.70308123249299,SUCCESS,
ASPINWALL,5d,6.32523845850682,8.344163039851985,678.4352174824397,57.422969187675065,SUCCESS,
ASPINWALL,1w,8.274817844187705,10.553259853402581,1154.2317670921234,54.21348314606742,SUCCESS,
ASPINWALL,1mo,12.941787170609148,15.339846086016614,547.0563814347242,54.82954545454546,SUCCESS,
ASTEC,1d,3.0888616904163033,3.876608407828001,930.9632462112861,45.66813509544787,SUCCESS,
ASTEC,3d,3.2122409282192974,4.407249512085661,278.8107191731792,56.91176470588235,SUCCESS,
ASTEC,5d,5.172059690233775,6.695713309467587,719.051039922244,53.970588235294116,SUCCESS,
ASTEC,1w,8.57038955280095,10.151974421632904,908.6884265854624,58.91016200294551,SUCCESS,
ASTEC,1mo,11.208476026408903,13.643485864174218,335.20109803089406,56.2962962962963,SUCCESS,
ASTERDM,1d,1.865679775276331,2.6270958462834715,378.5366134408709,46.52014652014652,SUCCESS,
ASTERDM,3d,3.0374285617513497,4.110758401580648,506.588880328646,56.41025641025641,SUCCESS,
ASTERDM,5d,4.136642125070271,5.4574765177894236,451.68496199211086,56.776556776556774,SUCCESS,
ASTERDM,1w,4.885804423949589,6.294316533590878,479.68348819839315,59.55882352941176,SUCCESS,
ASTERDM,1mo,7.8835485812430495,10.2415233053316,456.15584851569395,60.447761194029844,SUCCESS,
ASTRAL,1d,2.949056493770408,3.6151251965484463,790.4931687738872,54.24354243542435,SUCCESS,
ASTRAL,3d,4.480592668619564,5.516248897574806,460.69548392327675,55.41871921182266,SUCCESS,
ASTRAL,5d,6.609075305539661,8.090911195251458,618.6298830602832,55.66502463054187,SUCCESS,
ASTRAL,1w,8.796705020208229,10.714500603159307,1669.9858364141146,48.33538840937115,SUCCESS,
ASTRAL,1mo,11.865578057441562,14.497017791309817,276.05269698203733,42.37918215613383,SUCCESS,
ASTRAMICRO,1d,2.3848677879484805,3.373009836808443,243.0105452663543,51.98711063372718,SUCCESS,
ASTRAMICRO,3d,5.551453331266894,7.183155245783143,313.2349122772462,51.98711063372718,SUCCESS,
ASTRAMICRO,5d,6.410343535402245,8.339541710416126,416.32498640258575,53.383458646616546,SUCCESS,
ASTRAMICRO,1w,8.164414680348425,10.28018929812886,489.37953202882625,54.40860215053763,SUCCESS,
ASTRAMICRO,1mo,15.133539484129074,18.590869726953034,369.91335907180047,42.54859611231102,SUCCESS,
ASTRAZEN,1d,1.9847437365835747,2.899319743269841,642.8743519176126,47.673314339981005,SUCCESS,
ASTRAZEN,3d,3.345655825297802,4.478550739893095,836.8347935516118,53.371320037986706,SUCCESS,
ASTRAZEN,5d,4.9189116837110864,6.334520990137923,861.3068064371021,54.657794676806084,SUCCESS,
ASTRAZEN,1w,6.642847315434432,8.522936463715471,1664.9102551395426,52.946768060836504,SUCCESS,
